Symbol,Maximum Close,Minimum Close,Current Close,Max-Min %,Current-Max %,Current-Min %,Date
TIMETECHNO,191.85000610351562,69.9000015258789,191.85000610351562,63.56528574298649,0.0,63.56528574298649,2023-12-15
DBCORP,320.29998779296875,94.0999984741211,262.25,70.62129189497685,-22.135362361475213,64.11820839880988,2023-12-15
ASHIANA,261.0,133.6999969482422,259.95001220703125,48.77394752940912,-0.4039191166232804,48.567035710788936,2023-12-15
CONFIPET,101.8499984741211,56.400001525878906,97.75,44.62444538945232,-4.194371840533089,42.30178872032849,2023-12-15
DIAMONDYD,1072.9000244140625,678.5499877929688,997.7999877929688,36.755524992783755,-7.526562190806128,31.995390249116785,2023-12-15
NUCLEUS,1692.9000244140625,368.1499938964844,1513.550048828125,78.25329383972887,-11.849623058371957,75.67639113212499,2023-12-15
GREENPLY,207.10000610351562,135.60000610351562,204.9499969482422,34.52438333790385,-1.049040833026408,33.837517383442616,2023-12-15
JPASSOCIAT,22.399999618530273,6.650000095367432,21.399999618530273,70.31249906867741,-4.672897279559292,68.92523264528849,2023-12-15
WENDT,15313.7001953125,7215.0,13957.4501953125,52.88532550605568,-9.717032703118553,48.30717717751126,2023-12-15
FINOPB,372.25,198.8000030517578,264.6000061035156,46.5950294018112,-40.68404815318486,24.86772544744985,2023-12-15
FMGOETZE,425.3500061035156,299.0,361.04998779296875,29.704949874331575,-17.80917337889994,17.185982520666666,2023-12-15
SANGHIIND,137.85000610351562,53.29999923706055,134.85000610351562,61.33478645112572,-2.2246940038675964,60.47460376372131,2023-12-15
VAKRANGEE,28.850000381469727,14.649999618530273,19.399999618530273,49.220105979825476,-48.711345096693236,24.484536563923168,2023-12-15
GNA,559.6500244140625,320.1000061035156,426.1499938964844,42.803539330021266,-31.327005145987748,24.885601152614175,2023-12-15
AMRUTANJAN,738.25,574.6500244140625,593.6500244140625,22.160511423763968,-24.357781460324016,3.20053890653052,2023-12-15
EMUDHRA,528.4500122070312,210.39999389648438,439.6000061035156,60.185450083014516,-20.21155706776617,52.13830960526874,2023-12-15
DATAMATICS,771.2000122070312,258.8999938964844,752.75,66.42894323152814,-2.4510145741655593,65.6061117374315,2023-12-15
SHARDAMOTR,1343.6500244140625,554.7999877929688,1215.800048828125,58.7094870157945,-10.515707390303895,54.36749749042002,2023-12-15
IOLCP,520.2000122070312,277.6499938964844,448.70001220703125,46.6263000036255,-15.934922677695344,38.12124217897814,2023-12-15
LUMAXIND,2748.25,1609.9000244140625,2549.35009765625,41.42090332342172,-7.801984612729691,36.850571214439036,2023-12-15
BAJAJHIND,34.25,11.649999618530273,28.0,65.98540257363423,-22.321428571428573,58.39285850524902,2023-12-15
STYLAMIND,1910.3499755859375,950.5499877929688,1751.4000244140625,50.242102235669215,-9.075593751065083,45.72627757550827,2023-12-15
ANDHRAPAP,647.9000244140625,376.5,583.0,41.88918261880094,-11.132079659358919,35.42024013722127,2023-12-15
SOTL,374.6499938964844,236.89999389648438,352.6499938964844,36.76765040547692,-6.238480187371788,32.82291280401293,2023-12-15
ADFFOODS,256.54998779296875,134.8000030517578,200.64999389648438,47.45663244367838,-27.85945457108923,32.818336829204526,2023-12-15
VIDHIING,455.8999938964844,324.3500061035156,418.54998779296875,28.855009772787625,-8.923666752557738,22.506267933771422,2023-12-15
KABRAEXTRU,635.75,406.70001220703125,410.5,36.028311096023394,-54.8721071863581,0.9256973917098053,2023-12-15
BEPL,110.0999984741211,58.53333282470703,108.0999984741211,46.83620923167838,-1.8501387865225507,45.85260531828797,2023-12-15
RUPA,300.3999938964844,197.8000030517578,268.1000061035156,34.15445836529602,-12.047738551895987,26.221559661067072,2023-12-15
NACLIND,105.8499984741211,72.4000015258789,73.69999694824219,31.601320198809702,-43.62279899205031,1.763901595920334,2023-12-15
VSSL,236.5500030517578,134.97500610351562,227.8000030517578,42.94017993566345,-3.8410886228179444,40.74846167897183,2023-12-15
VISHNU,378.3999938964844,250.64999389648438,329.54998779296875,33.760571369075514,-14.8232462184779,23.941737769400635,2023-12-15
DWARKESH,106.9000015258789,80.4000015258789,85.9000015258789,24.789522564772597,-24.447030997634357,6.40279383271376,2023-12-15
DHANI,48.599998474121094,24.950000762939453,42.20000076293945,48.66254825866913,-15.165871079325182,40.876776512168114,2023-12-15
BANCOINDIA,599.6500244140625,180.60000610351562,572.7000122070312,69.88243162668329,-4.705781671485072,68.46516461427477,2023-12-15
KINGFA,2474.75,1142.699951171875,2383.550048828125,53.82564092648248,-3.826223460955375,52.05890676666577,2023-12-15
SUBEXLTD,37.900001525878906,25.200000762939453,34.900001525878906,33.50923549242506,-8.595988162852809,27.79369724596358,2023-12-15
HINDOILEXP,253.14999389648438,118.6500015258789,169.4499969482422,53.13055327412092,-49.39510088855771,29.97934277796413,2023-12-15
RTNPOWER,10.649999618530273,2.8499999046325684,9.5,73.23943655665713,-12.10525914242393,70.00000100386771,2023-12-15
VADILALIND,3204.64990234375,1809.5999755859375,2340.39990234375,43.53205402367135,-36.927449840282115,22.679881597424988,2023-12-15
BBOX,269.75,85.0,256.25,68.48934198331789,-5.2682926829268295,66.82926829268293,2023-12-15
ORCHPHARMA,694.7000122070312,334.20001220703125,694.7000122070312,51.89290249970019,0.0,51.89290249970019,2023-12-15
PURVA,199.14999389648438,59.900001525878906,191.89999389648438,69.9221675311654,-3.778009500047629,68.78582416308441,2023-12-15
COSMOFIRST,781.5499877929688,553.0,612.7000122070312,29.24316951732987,-27.558343760711907,9.743758938731444,2023-12-15
IMFA,536.6500244140625,233.25,517.5,56.535919241842514,-3.7004878094806766,54.927536231884055,2023-12-15
SUPRIYA,305.04998779296875,175.9499969482422,275.70001220703125,42.32092968721707,-10.645619980567044,36.18063505339414,2023-12-15
SAKSOFT,391.95001220703125,106.1500015258789,316.45001220703125,72.9174644164038,-23.858428531393326,66.45599701970232,2023-12-15
IIFLSEC,133.25,48.45000076293945,133.25,63.63977428672462,0.0,63.63977428672462,2023-12-15
SANGHVIMOV,847.6500244140625,291.6000061035156,820.5499877929688,65.59900929571918,-3.302667360215878,64.46285900413801,2023-12-15
GOKULAGRO,137.0,95.9000015258789,127.1500015258789,29.999998886219775,-7.746754507208023,24.57727064489234,2023-12-15
ALEMBICLTD,96.25,56.29999923706055,94.1500015258789,41.50649429915788,-2.230481614537063,40.201807408802395,2023-12-15
VENUSPIPES,1566.800048828125,700.6500244140625,1345.9000244140625,55.28146524260655,-16.412810788842307,47.94189674533289,2023-12-15
SEAMECLTD,989.2000122070312,575.9500122070312,910.4000244140625,41.77618225842786,-8.655534455162693,36.73659965269495,2023-12-15
TNPL,298.20001220703125,201.75,292.6000061035156,32.34406715586213,-1.9138776441222842,31.04921538223579,2023-12-15
KPIGREEN,1380.1500244140625,393.79998779296875,1322.9000244140625,71.46687093237163,-4.3276134963681105,70.23206738790483,2023-12-15
BFINVEST,553.3499755859375,261.3999938964844,513.7999877929688,52.76045804109955,-7.697545490971298,49.12417280908671,2023-12-15
SESHAPAPER,396.0,221.5,351.5,44.06565656565656,-12.660028449502134,36.98435277382646,2023-12-15
